mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,Br,C,Cl,H,N,O,S,rdb,DBE,H/C,O/C,Ç¿¶È,N/C,KM,KMD
246.28,5083483,425.003198,425.003162,-0.036,-0.085,C9 H18 Cl N4 O7 S3 ,0,9,1,18,4,7,3,2.5,2,2,0.777777778,,0.444444444,,
305.7,5083483,425.003198,425.003226,0.028,0.065,C14 H22 Br N2 O2 S3 ,1,14,0,22,2,2,3,4.5,4,1.571428571,0.142857143,,0.142857143,,
358.9,5083483,425.003198,425.003248,0.049,0.116,C13 H21 Cl4 N2 O3 S ,0,13,4,21,2,3,1,2.5,2,1.615384615,0.230769231,,0.153846154,,
361.85,5835102,425.006399,425.006177,-0.222,-0.523,C21 H15 Br Cl N2 O ,1,21,1,15,2,1,0,14.5,14,0.714285714,0.047619048,,0.095238095,,
486.59,5835102,425.006399,425.006113,-0.286,-0.674,C16 H11 Cl2 N4 O6 ,0,16,2,11,4,6,0,12.5,12,0.6875,0.375,,0.25,,
498.81,5835102,425.006399,425.006381,-0.019,-0.044,C18 H18 Br O5 S ,1,18,0,18,0,5,1,9.5,9,1,0.277777778,,0,,
514.56,5187936,425.008843,425.008811,-0.032,-0.075,C16 H20 Cl3 N2 O S2 ,0,16,3,20,2,1,2,6.5,6,1.25,0.0625,,0.125,,
514.71,5187936,425.008843,425.008896,0.053,0.124,C10 H23 Br Cl N4 O3 S2 ,1,10,1,23,4,3,2,0.5,0,2.3,0.3,,0.4,,
536.13,5187936,425.008843,425.009015,0.172,0.404,C13 H23 Cl2 O5 S3 ,0,13,2,23,0,5,3,1.5,1,1.769230769,0.384615385,,0,,
311.18,4328801,425.009958,425.009751,-0.206,-0.486,C15 H22 Br O5 S2 ,1,15,0,22,0,5,2,4.5,4,1.466666667,0.333333333,,0,,
364.92,4328801,425.009958,425.010136,0.178,0.419,C21 H11 Cl2 N2 O4 ,0,21,2,11,2,4,0,16.5,16,0.523809524,0.19047619,,0.095238095,,
418.99,4328801,425.009958,425.009773,-0.185,-0.435,C14 H21 Cl4 O6 ,0,14,4,21,0,6,0,2.5,2,1.5,0.428571429,,0,,
45.46,18258278,425.015107,425.015485,0.378,0.89,C16 H27 Br2 O S ,2,16,0,27,0,1,1,2.5,2,1.6875,0.0625,,0,,
87.99,18258278,425.015107,425.015218,0.111,0.261,C14 H20 Br Cl2 N4 O2 ,1,14,2,20,4,2,0,5.5,5,1.428571429,0.142857143,,0.285714286,,
162.01,18258278,425.015107,425.015251,0.145,0.34,C13 H17 N2 O8 S3 ,0,13,0,17,2,8,3,6.5,6,1.307692308,0.615384615,,0.153846154,,
200.21,11833710,425.024015,425.024139,0.124,0.293,C18 H18 Br O7  ,1,18,0,18,0,7,0,9.5,9,1,0.388888889,,0,,
335.19,11833710,425.024015,425.024075,0.06,0.142,C13 H14 Cl N2 O12 ,0,13,1,14,2,12,0,7.5,7,1.076923077,0.923076923,,0.153846154,,
366.2,11833710,425.024015,425.024271,0.256,0.603,C17 H23 Cl2 O2 S3 ,0,17,2,23,0,2,3,5.5,5,1.352941176,0.117647059,,0,,
48.03,19892614,425.05144,425.05142,-0.02,-0.047,C21 H13 O10    ,0,21,0,13,0,10,0,15.5,15,0.619047619,0.476190476,,0,,
207.29,19892614,425.05144,425.051603,0.163,0.383,C15 H24 Br Cl2 N4 O ,1,15,2,24,4,1,0,4.5,4,1.6,0.066666667,,0.266666667,,
288.27,19892614,425.05144,425.051637,0.197,0.463,C14 H21 N2 O7 S3 ,0,14,0,21,2,7,3,5.5,5,1.5,0.5,,0.142857143,,
46.65,14637454,425.059877,425.060151,0.274,0.644,C24 H13 N2 O4 S ,0,24,0,13,2,4,1,19.5,19,0.541666667,0.166666667,,0.083333333,,
77.17,14637454,425.059877,425.059499,-0.378,-0.89,C16 H17 N4 O6 S2 ,0,16,0,17,4,6,2,10.5,10,1.0625,0.375,,0.25,,
530.14,14637454,425.059877,425.059788,-0.089,-0.21,C17 H23 Cl2 O6 S ,0,17,2,23,0,6,1,5.5,5,1.352941176,0.352941176,,0,,
537.33,14342546,425.064555,425.064496,-0.058,-0.137,C15 H23 Cl2 N4 O2 S2 ,0,15,2,23,4,2,2,5.5,5,1.533333333,0.133333333,,0.266666667,,
539.88,14342546,425.064555,425.0647,0.145,0.342,C12 H26 Cl N2 O6 S3 ,0,12,1,26,2,6,3,0.5,0,2.166666667,0.5,,0.166666667,,
574.24,14342546,425.064555,425.064174,-0.381,-0.896,C29 H13 O2 S   ,0,29,0,13,0,2,1,23.5,23,0.448275862,0.068965517,,0,,
451.91,17807764,425.065943,425.066241,0.298,0.7,C10 H25 N4 O6 S4 ,0,10,0,25,4,6,4,0.5,0,2.5,0.6,,0.4,,
462.28,17807764,425.065943,425.066024,0.081,0.191,C17 H17 N2 O9 S ,0,17,0,17,2,9,1,10.5,10,1,0.529411765,,0.117647059,,
559.87,17807764,425.065943,425.065522,-0.422,-0.992,C18 H28 Br Cl2 O2 ,1,18,2,28,0,2,0,3.5,3,1.555555556,0.111111111,,0,,
44.94,529148320,425.072534,425.07255,0.015,0.036,C18 H17 O12    ,0,18,0,17,0,12,0,10.5,10,0.944444444,0.666666667,,0,,
57.09,529148320,425.072534,425.072766,0.232,0.546,C11 H25 N2 O9 S3 ,0,11,0,25,2,9,3,0.5,0,2.272727273,0.818181818,,0.181818182,,
169.03,529148320,425.072534,425.072563,0.028,0.067,C14 H22 Cl N4 O5 S2 ,0,14,1,22,4,5,2,5.5,5,1.571428571,0.357142857,,0.285714286,,
176.67,29051292,425.075955,425.075717,-0.238,-0.561,C18 H18 Cl N2 O8 ,0,18,1,18,2,8,0,10.5,10,1,0.444444444,,0.111111111,,
399.61,29051292,425.075955,425.07592,-0.035,-0.082,C15 H21 O12 S  ,0,15,0,21,0,12,1,5.5,5,1.4,0.8,,0,,
427.92,29051292,425.075955,425.076019,0.064,0.149,C15 H29 Cl4 N2 O S ,0,15,4,29,2,1,1,0.5,0,1.933333333,0.066666667,,0.133333333,,
237.76,13932975,425.096182,425.09597,-0.212,-0.498,C21 H24 Cl3 N2 O ,0,21,3,24,2,1,0,9.5,9,1.142857143,0.047619048,,0.095238095,,
380.39,13932975,425.096182,425.095885,-0.297,-0.699,C17 H21 N4 O5 S2 ,0,17,0,21,4,5,2,9.5,9,1.235294118,0.294117647,,0.235294118,,
394.39,13932975,425.096182,425.096537,0.355,0.835,C25 H17 N2 O3 S ,0,25,0,17,2,3,1,18.5,18,0.68,0.12,,0.08,,
447.17,18053556,425.10213,425.101737,-0.392,-0.923,C21 H26 Cl O3 S2 ,0,21,1,26,0,3,2,8.5,8,1.238095238,0.142857143,,0,,
463.34,18053556,425.10213,425.101907,-0.222,-0.523,C19 H32 Br Cl2 O ,1,19,2,32,0,1,0,2.5,2,1.684210526,0.052631579,,0,,
483.19,18053556,425.10213,425.10241,0.28,0.66,C18 H21 N2 O8 S ,0,18,0,21,2,8,1,9.5,9,1.166666667,0.444444444,,0.111111111,,
32.17,394209728,425.108905,425.108935,0.03,0.071,C19 H21 O11    ,0,19,0,21,0,11,0,9.5,9,1.105263158,0.578947368,,0,,
327.04,394209728,425.108905,425.108948,0.043,0.102,C15 H26 Cl N4 O4 S2 ,0,15,1,26,4,4,2,4.5,4,1.733333333,0.266666667,,0.266666667,,
346.68,394209728,425.108905,425.109033,0.129,0.302,C19 H29 Cl4 N2 ,0,19,4,29,2,0,0,4.5,4,1.526315789,0,,0.105263158,,
171.39,13930952,425.124236,425.124191,-0.045,-0.106,C23 H21 O8     ,0,23,0,21,0,8,0,13.5,13,0.913043478,0.347826087,,0,,
449.15,13930952,425.124236,425.124408,0.171,0.403,C16 H29 N2 O5 S3 ,0,16,0,29,2,5,3,3.5,3,1.8125,0.3125,,0.125,,
510.56,13930952,425.124236,425.124493,0.257,0.604,C20 H32 Cl3 O S ,0,20,3,32,0,1,1,3.5,3,1.6,0.05,,0,,
468.76,9791947,425.127574,425.127575,0.001,0.002,C16 H30 Cl N4 O S3 ,0,16,1,30,4,1,3,3.5,3,1.875,0.0625,,0.25,,
537.73,9791947,425.127574,425.127358,-0.216,-0.508,C23 H22 Cl N2 O4 ,0,23,1,22,2,4,0,13.5,13,0.956521739,0.173913043,,0.086956522,,
687.63,9791947,425.127574,425.127562,-0.012,-0.029,C20 H25 O8 S   ,0,20,0,25,0,8,1,8.5,8,1.25,0.4,,0,,
272.05,8722895,425.132611,425.13227,-0.34,-0.801,C18 H25 N4 O4 S2 ,0,18,0,25,4,4,2,8.5,8,1.388888889,0.222222222,,0.222222222,,
301.94,8722895,425.132611,425.132922,0.312,0.733,C26 H21 N2 O2 S ,0,26,0,21,2,2,1,17.5,17,0.807692308,0.076923077,,0.076923077,,
366.49,8722895,425.132611,425.132559,-0.051,-0.121,C19 H31 Cl2 O4 S ,0,19,2,31,0,4,1,3.5,3,1.631578947,0.210526316,,0,,
289.17,7816657,425.133997,425.1341,0.103,0.243,C17 H30 Cl N2 O4 S2 ,0,17,1,30,2,4,2,3.5,3,1.764705882,0.235294118,,0.117647059,,
386.42,7816657,425.133997,425.134185,0.189,0.444,C21 H33 Cl4    ,0,21,4,33,0,0,0,3.5,3,1.571428571,0,,0,,
473.25,7816657,425.133997,425.133897,-0.1,-0.236,C20 H27 Cl2 N4 S ,0,20,2,27,4,0,1,8.5,8,1.35,0,,0.2,,
332.12,10710485,425.138757,425.138795,0.038,0.09,C19 H25 N2 O7 S ,0,19,0,25,2,7,1,8.5,8,1.315789474,0.368421053,,0.105263158,,
626.36,10710485,425.138757,425.138592,-0.165,-0.388,C22 H22 Cl N4 O3 ,0,22,1,22,4,3,0,13.5,13,1,0.136363636,,0.181818182,,
405.79,35170776,425.144249,425.144465,0.216,0.509,C15 H26 Cl N4 O8 ,0,15,1,26,4,8,0,4.5,4,1.733333333,0.533333333,,0.266666667,,
455.75,35170776,425.144249,425.144156,-0.093,-0.219,C25 H21 N4 O S ,0,25,0,21,4,1,1,17.5,17,0.84,0.04,,0.16,,
489.78,35170776,425.144249,425.144444,0.196,0.46,C26 H27 Cl2 O  ,0,26,2,27,0,1,0,12.5,12,1.038461538,0.038461538,,0,,
31.88,329329120,425.145327,425.145321,-0.007,-0.016,C20 H25 O10    ,0,20,0,25,0,10,0,8.5,8,1.25,0.5,,0,,
213.04,329329120,425.145327,425.145334,0.006,0.014,C16 H30 Cl N4 O3 S2 ,0,16,1,30,4,3,2,3.5,3,1.875,0.1875,,0.25,,
123.87,7430633,425.160523,425.160793,0.27,0.635,C17 H33 N2 O4 S3 ,0,17,0,33,2,4,3,2.5,2,1.941176471,0.235294118,,0.117647059,,
131.88,7430633,425.160523,425.160577,0.054,0.126,C24 H25 O7     ,0,24,0,25,0,7,0,12.5,12,1.041666667,0.291666667,,0,,
509.85,7430633,425.160523,425.160879,0.355,0.836,C21 H36 Cl3 S  ,0,21,3,36,0,0,1,2.5,2,1.714285714,0,,0,,
22.43,51849724,425.181685,425.181706,0.021,0.049,C21 H29 O9     ,0,21,0,29,0,9,0,7.5,7,1.380952381,0.428571429,,0,,
222.48,51849724,425.181685,425.181719,0.034,0.079,C17 H34 Cl N4 O2 S2 ,0,17,1,34,4,2,2,2.5,2,2,0.117647059,,0.235294118,,
122.91,5205532,425.217974,425.218092,0.117,0.276,C22 H33 O8     ,0,22,0,33,0,8,0,6.5,6,1.5,0.363636364,,0,,
205.14,5205532,425.217974,425.218105,0.13,0.306,C18 H38 Cl N4 O S2 ,0,18,1,38,4,1,2,1.5,1,2.111111111,0.055555556,,0.222222222,,
122.27,7030336,425.257784,425.257848,0.064,0.151,C20 H41 O7 S   ,0,20,0,41,0,7,1,0.5,0,2.05,0.35,,0,,
201.84,7030336,425.257784,425.257644,-0.14,-0.328,C23 H38 Cl N2 O3 ,0,23,1,38,2,3,0,5.5,5,1.652173913,0.130434783,,0.086956522,,
428.96,3981516,425.983059,425.983281,0.222,0.521,C29 N O4       ,0,29,0,0,1,4,0,30.5,30,0,0.137931034,,0.034482759,,
605.46,3981516,425.983059,425.982939,-0.12,-0.283,C11 H9 Cl N3 O13 ,0,11,1,9,3,13,0,8.5,8,0.818181818,1.181818182,,0.272727273,,
616.22,3981516,425.983059,425.983304,0.245,0.576,C13 H24 Br Cl3 N O S ,1,13,3,24,1,1,1,0.5,0,1.846153846,0.076923077,,0.076923077,,
579.26,6798597,426.046751,426.047119,0.369,0.865,C16 H30 Br2 N S ,2,16,0,30,1,0,1,1.5,1,1.875,0,,0.0625,,
584.97,6798597,426.046751,426.046886,0.135,0.316,C13 H20 N3 O7 S3 ,0,13,0,20,3,7,3,5.5,5,1.538461538,0.538461538,,0.230769231,,
614.8,6798597,426.046751,426.046971,0.22,0.517,C17 H23 Cl3 N O3 S ,0,17,3,23,1,3,1,5.5,5,1.352941176,0.176470588,,0.058823529,,
663.08,5289254,426.083059,426.083271,0.213,0.499,C14 H24 N3 O6 S3 ,0,14,0,24,3,6,3,4.5,4,1.714285714,0.428571429,,0.214285714,,
669.09,5289254,426.083059,426.083357,0.298,0.699,C18 H27 Cl3 N O2 S ,0,18,3,27,1,2,1,4.5,4,1.5,0.111111111,,0.055555556,,
732.86,5289254,426.083059,426.083055,-0.004,-0.009,C21 H16 N O9   ,0,21,0,16,1,9,0,14.5,14,0.761904762,0.428571429,,0.047619048,,
177.27,38997304,426.104217,426.104184,-0.033,-0.078,C18 H20 N O11  ,0,18,0,20,1,11,0,9.5,9,1.111111111,0.611111111,,0.055555556,,
496.54,38997304,426.104217,426.104282,0.065,0.153,C18 H28 Cl4 N3 ,0,18,4,28,3,0,0,4.5,4,1.555555556,0,,0.166666667,,
237.96,13008856,426.849235,426.849639,0.403,0.945,C12 Cl N4 O4 S4 ,0,12,1,0,4,4,4,14.5,14,0,0.333333333,,0.333333333,,
259,13008856,426.849235,426.84908,-0.155,-0.364,C H Cl2 N4 O16 S ,0,1,2,1,4,16,1,2.5,2,1,16,,4,,
262.37,13008856,426.849235,426.849276,0.04,0.095,C5 H10 Cl3 N2 O6 S4 ,0,5,3,10,2,6,4,0.5,0,2,1.2,,0.4,,
260.62,11091960,426.885668,426.885359,-0.309,-0.724,C9 H3 N2 O12 S3 ,0,9,0,3,2,12,3,9.5,9,0.333333333,1.333333333,,0.222222222,,
275.93,11091960,426.885668,426.885457,-0.211,-0.493,C9 H11 Cl4 N4 O S3 ,0,9,4,11,4,1,3,4.5,4,1.222222222,0.111111111,,0.444444444,,
278.34,11091960,426.885668,426.885725,0.057,0.133,C11 H18 Br Cl2 S4 ,1,11,2,18,0,0,4,1.5,1,1.636363636,0,,0,,
108.49,4955145,426.903459,426.903224,-0.235,-0.55,C2 H5 Cl2 N4 O17 ,0,2,2,5,4,17,0,1.5,1,2.5,8.5,,2,,
121.28,4955145,426.903459,426.903195,-0.264,-0.618,C10 H12 Br N4 O2 S4 ,1,10,0,12,4,2,4,6.5,6,1.2,0.2,,0.4,,
137.69,4955145,426.903459,426.903847,0.388,0.909,C18 H8 Br N2 S3 ,1,18,0,8,2,0,3,15.5,15,0.444444444,0,,0.111111111,,
183.57,5197836,426.907454,426.90745,-0.004,-0.01,C4 H8 Cl O19 S ,0,4,1,8,0,19,1,0.5,0,2,4.75,,0,,
224.18,5197836,426.907454,426.907805,0.351,0.822,C18 H4 Cl N2 O3 S3 ,0,18,1,4,2,3,3,17.5,17,0.222222222,0.166666667,,0.111111111,,
281.93,5197836,426.907454,426.907247,-0.208,-0.487,C7 H5 Cl2 N2 O15 ,0,7,2,5,2,15,0,5.5,5,0.714285714,2.142857143,,0.285714286,,
188.06,7594001,426.913001,426.913006,0.005,0.012,C14 H13 Cl2 O3 S4 ,0,14,2,13,0,3,4,7.5,7,0.928571429,0.214285714,,0,,
201.39,7594001,426.913001,426.912607,-0.394,-0.924,C13 H Cl2 N4 O9 ,0,13,2,1,4,9,0,14.5,14,0.076923077,0.692307692,,0.307692308,,
211.31,7594001,426.913001,426.913014,0.013,0.03,C7 H7 O17 S2   ,0,7,0,7,0,17,2,4.5,4,1,2.428571429,,0,,
162.45,12257313,426.930652,426.930633,-0.02,-0.046,C15 H8 Br O10  ,1,15,0,8,0,10,0,11.5,11,0.533333333,0.666666667,,0,,
172.92,12257313,426.930652,426.930815,0.163,0.382,C9 H19 Br2 Cl2 N4 O ,2,9,2,19,4,1,0,0.5,0,2.111111111,0.111111111,,0.444444444,,
184.18,12257313,426.930652,426.930934,0.282,0.661,C12 H19 Br Cl3 O3 S ,1,12,3,19,0,3,1,1.5,1,1.583333333,0.25,,0,,
128.49,4729892,426.933932,426.9338,-0.132,-0.308,C15 H9 Br Cl N2 O6 ,1,15,1,9,2,6,0,11.5,11,0.6,0.4,,0.133333333,,
238.58,4729892,426.933932,426.933864,-0.068,-0.159,C20 H13 Br2 O  ,2,20,0,13,0,1,0,13.5,13,0.65,0.05,,0,,
420.4,4729892,426.933932,426.934016,0.085,0.199,C8 H17 Br Cl N4 O3 S3 ,1,8,1,17,4,3,3,1.5,1,2.125,0.375,,0.5,,
112.05,5327917,426.943725,426.943526,-0.199,-0.466,C15 H7 O11 S2  ,0,15,0,7,0,11,2,12.5,12,0.466666667,0.733333333,,0,,
205.59,5327917,426.943725,426.943322,-0.403,-0.943,C18 H4 Cl N2 O7 S ,0,18,1,4,2,7,1,17.5,17,0.222222222,0.388888889,,0.111111111,,
349.71,5327917,426.943725,426.943539,-0.186,-0.436,C11 H12 Cl N4 O4 S4 ,0,11,1,12,4,4,4,7.5,7,1.090909091,0.363636364,,0.363636364,,
179.12,6070325,426.952829,426.953099,0.271,0.634,C13 H8 Br N4 O8 ,1,13,0,8,4,8,0,11.5,11,0.615384615,0.615384615,,0.307692308,,
252.14,6070325,426.952829,426.953079,0.25,0.586,C24 H9 Br Cl O ,1,24,1,9,0,1,0,19.5,19,0.375,0.041666667,,0,,
324.59,6070325,426.952829,426.953218,0.39,0.913,C16 H8 Cl O10 S ,0,16,1,8,0,10,1,12.5,12,0.5,0.625,,0,,
79.68,3977270,426.954272,426.953891,-0.381,-0.893,C13 H3 N2 O15  ,0,13,0,3,2,15,0,13.5,13,0.230769231,1.153846154,,0.153846154,,
198.68,3977270,426.954272,426.953989,-0.283,-0.662,C13 H11 Cl4 N4 O4 ,0,13,4,11,4,4,0,8.5,8,0.846153846,0.307692308,,0.307692308,,
231.35,3977270,426.954272,426.954138,-0.134,-0.315,C12 H18 Br2 Cl N4 O ,2,12,1,18,4,1,0,4.5,4,1.5,0.083333333,,0.333333333,,
164,23924802,426.967019,426.966954,-0.065,-0.152,C11 H8 Cl N2 O14 ,0,11,1,8,2,14,0,8.5,8,0.727272727,1.272727273,,0.181818182,,
174.7,23924802,426.967019,426.967018,-0.001,-0.002,C16 H12 Br O9  ,1,16,0,12,0,9,0,10.5,10,0.75,0.5625,,0,,
236.16,23924802,426.967019,426.966861,-0.158,-0.37,C14 H11 N4 O4 S4 ,0,14,0,11,4,4,4,11.5,11,0.785714286,0.285714286,,0.285714286,,
344.84,11870277,426.970411,426.970464,0.053,0.124,C29 Cl N2 O    ,0,29,1,0,2,1,0,30.5,30,0,0.034482759,,0.068965517,,
410.4,11870277,426.970411,426.970185,-0.225,-0.528,C16 H13 Br Cl N2 O5 ,1,16,1,13,2,5,0,10.5,10,0.8125,0.3125,,0.125,,
451.33,11870277,426.970411,426.970122,-0.289,-0.678,C11 H9 Cl2 N4 O10 ,0,11,2,9,4,10,0,8.5,8,0.818181818,0.909090909,,0.363636364,,
146.98,10141786,426.994145,426.994516,0.371,0.869,C12 H15 N2 O9 S3 ,0,12,0,15,2,9,3,6.5,6,1.25,0.75,,0.166666667,,
283.38,10141786,426.994145,426.993843,-0.302,-0.707,C15 H20 Cl O4 S4 ,0,15,1,20,0,4,4,5.5,5,1.333333333,0.266666667,,0,,
293.28,10141786,426.994145,426.994312,0.167,0.392,C15 H12 Cl N4 O5 S2 ,0,15,1,12,4,5,2,11.5,11,0.8,0.333333333,,0.266666667,,
106.48,18276450,427.003465,427.003404,-0.061,-0.144,C17 H16 Br O8  ,1,17,0,16,0,8,0,9.5,9,0.941176471,0.470588235,,0,,
400.08,18276450,427.003465,427.003417,-0.049,-0.114,C13 H21 Br Cl N4 O S2 ,1,13,1,21,4,1,2,4.5,4,1.615384615,0.076923077,,0.307692308,,
407.2,18276450,427.003465,427.003247,-0.218,-0.512,C15 H15 N4 O3 S4 ,0,15,0,15,4,3,4,10.5,10,1,0.2,,0.266666667,,
135.3,14119014,427.007417,427.007363,-0.054,-0.127,C17 H12 Cl O11 ,0,17,1,12,0,11,0,11.5,11,0.705882353,0.647058824,,0,,
245.33,14119014,427.007417,427.007053,-0.364,-0.852,C27 H7 O4 S    ,0,27,0,7,0,4,1,24.5,24,0.259259259,0.148148148,,0,,
293.71,14119014,427.007417,427.007545,0.128,0.301,C11 H23 Br Cl3 N4 O2 ,1,11,3,23,4,2,0,0.5,0,2.090909091,0.181818182,,0.363636364,,
30.3,40407148,427.01548,427.015442,-0.038,-0.09,C12 H16 Cl N4 O7 S2 ,0,12,1,16,4,7,2,6.5,6,1.333333333,0.583333333,,0.333333333,,
134.02,40407148,427.01548,427.01589,0.41,0.96,C23 H9 Cl2 N4 O ,0,23,2,9,4,1,0,20.5,20,0.391304348,0.043478261,,0.173913043,,
198.66,40407148,427.01548,427.015645,0.165,0.387,C9 H19 N2 O11 S3 ,0,9,0,19,2,11,3,1.5,1,2.111111111,1.222222222,,0.222222222,,
339.38,4880502,427.025258,427.025401,0.144,0.337,C15 H24 Br O5 S2 ,1,15,0,24,0,5,2,3.5,3,1.6,0.333333333,,0,,
406.93,4880502,427.025258,427.025423,0.165,0.387,C14 H23 Cl4 O6 ,0,14,4,23,0,6,0,1.5,1,1.642857143,0.428571429,,0,,
462.31,4880502,427.025258,427.025198,-0.06,-0.14,C18 H21 Br Cl N2 O S ,1,18,1,21,2,1,1,8.5,8,1.166666667,0.055555556,,0.111111111,,
74.86,35115132,427.030719,427.031135,0.416,0.974,C16 H29 Br2 O S ,2,16,0,29,0,1,1,1.5,1,1.8125,0.0625,,0,,
80.79,35115132,427.030719,427.030901,0.182,0.426,C13 H19 N2 O8 S3 ,0,13,0,19,2,8,3,5.5,5,1.461538462,0.615384615,,0.153846154,,
139.93,35115132,427.030719,427.030685,-0.034,-0.08,C20 H11 O11    ,0,20,0,11,0,11,0,15.5,15,0.55,0.55,,0,,
393.12,13645955,427.039268,427.039416,0.147,0.345,C23 H11 N2 O5 S ,0,23,0,11,2,5,1,19.5,19,0.47826087,0.217391304,,0.086956522,,
408.63,13645955,427.039268,427.038934,-0.335,-0.784,C13 H21 Br Cl N4 O5 ,1,13,1,21,4,5,0,4.5,4,1.615384615,0.384615385,,0.307692308,,
428.41,13645955,427.039268,427.039053,-0.216,-0.505,C16 H21 Cl2 O7 S ,0,16,2,21,0,7,1,5.5,5,1.3125,0.4375,,0,,
358.96,15446151,427.043837,427.043748,-0.089,-0.207,C18 H16 Cl O10 ,0,18,1,16,0,10,0,10.5,10,0.888888889,0.555555556,,0,,
451.29,15446151,427.043837,427.04405,0.213,0.499,C15 H27 Cl4 O3 S ,0,15,4,27,0,3,1,0.5,0,1.8,0.2,,0,,
466.98,15446151,427.043837,427.043964,0.128,0.3,C11 H24 Cl N2 O7 S3 ,0,11,1,24,2,7,3,0.5,0,2.181818182,0.636363636,,0.181818182,,
381.48,14456968,427.04485,427.044786,-0.064,-0.149,C17 H26 Br Cl2 O3 ,1,17,2,26,0,3,0,3.5,3,1.529411765,0.176470588,,0,,
429.5,14456968,427.04485,427.045085,0.235,0.551,C19 H12 Cl N4 O6 ,0,19,1,12,4,6,0,15.5,15,0.631578947,0.315789474,,0.210526316,,
449.35,14456968,427.04485,427.044637,-0.213,-0.499,C8 H19 N4 O12 S2 ,0,8,0,19,4,12,2,1.5,1,2.375,1.5,,0.5,,
19.24,263598224,427.051758,427.051814,0.056,0.132,C17 H15 O13    ,0,17,0,15,0,13,0,10.5,10,0.882352941,0.764705882,,0,,
57.76,263598224,427.051758,427.052031,0.273,0.639,C10 H23 N2 O10 S3 ,0,10,0,23,2,10,3,0.5,0,2.3,1,,0.2,,
131.03,263598224,427.051758,427.051827,0.069,0.162,C13 H20 Cl N4 O6 S2 ,0,13,1,20,4,6,2,5.5,5,1.538461538,0.461538462,,0.307692308,,
71.16,30847132,427.067082,427.06707,-0.012,-0.027,C21 H15 O10    ,0,21,0,15,0,10,0,14.5,14,0.714285714,0.476190476,,0,,
169.72,30847132,427.067082,427.067287,0.205,0.48,C14 H23 N2 O7 S3 ,0,14,0,23,2,7,3,4.5,4,1.642857143,0.5,,0.142857143,,
361.3,30847132,427.067082,427.067253,0.171,0.401,C15 H26 Br Cl2 N4 O ,1,15,2,26,4,1,0,3.5,3,1.733333333,0.066666667,,0.266666667,,
45.49,15691939,427.075382,427.075801,0.419,0.982,C24 H15 N2 O4 S ,0,24,0,15,2,4,1,18.5,18,0.625,0.166666667,,0.083333333,,
71.45,15691939,427.075382,427.075149,-0.233,-0.545,C16 H19 N4 O6 S2 ,0,16,0,19,4,6,2,9.5,9,1.1875,0.375,,0.25,,
368.51,15691939,427.075382,427.075598,0.216,0.505,C27 H12 Cl N4  ,0,27,1,12,4,0,0,23.5,23,0.444444444,0,,0.148148148,,
432.65,24813736,427.080196,427.080146,-0.049,-0.115,C15 H25 Cl2 N4 O2 S2 ,0,15,2,25,4,2,2,4.5,4,1.666666667,0.133333333,,0.266666667,,
479.79,24813736,427.080196,427.080414,0.218,0.511,C17 H32 Br O S3 ,1,17,0,32,0,1,3,1.5,1,1.882352941,0.058823529,,0,,
539.37,24813736,427.080196,427.079824,-0.372,-0.87,C29 H15 O2 S   ,0,29,0,15,0,2,1,22.5,22,0.517241379,0.068965517,,0,,
428.43,20062376,427.081426,427.081002,-0.424,-0.992,C20 H24 Cl O4 S2 ,0,20,1,24,0,4,2,8.5,8,1.2,0.2,,0,,
471.29,20062376,427.081426,427.081674,0.249,0.582,C17 H19 N2 O9 S ,0,17,0,19,2,9,1,9.5,9,1.117647059,0.529411765,,0.117647059,,
471.7,20062376,427.081426,427.081172,-0.254,-0.595,C18 H30 Br Cl2 O2 ,1,18,2,30,0,2,0,2.5,2,1.666666667,0.111111111,,0,,
40.72,571486400,427.088183,427.0882,0.017,0.039,C18 H19 O12    ,0,18,0,19,0,12,0,9.5,9,1.055555556,0.666666667,,0,,
182.65,571486400,427.088183,427.088213,0.03,0.069,C14 H24 Cl N4 O5 S2 ,0,14,1,24,4,5,2,4.5,4,1.714285714,0.357142857,,0.285714286,,
341.25,571486400,427.088183,427.088298,0.115,0.269,C18 H27 Cl4 N2 O ,0,18,4,27,2,1,0,4.5,4,1.5,0.055555556,,0.111111111,,
345.8,6508725,427.094834,427.094738,-0.097,-0.226,C15 H24 Cl N2 O8 S ,0,15,1,24,2,8,1,4.5,4,1.6,0.533333333,,0.133333333,,
470.7,6508725,427.094834,427.094534,-0.3,-0.703,C18 H21 Cl2 N4 O4 ,0,18,2,21,4,4,0,9.5,9,1.166666667,0.222222222,,0.222222222,,
480.08,6508725,427.094834,427.094428,-0.406,-0.951,C25 H19 N2 O S2 ,0,25,0,19,2,1,2,17.5,17,0.76,0.04,,0.08,,
34.08,25403580,427.103414,427.103456,0.042,0.097,C22 H19 O9     ,0,22,0,19,0,9,0,13.5,13,0.863636364,0.409090909,,0,,
175.78,25403580,427.103414,427.103672,0.258,0.604,C15 H27 N2 O6 S3 ,0,15,0,27,2,6,3,3.5,3,1.8,0.4,,0.133333333,,
199.35,25403580,427.103414,427.103639,0.224,0.525,C16 H30 Br Cl2 N4 ,1,16,2,30,4,0,0,2.5,2,1.875,0,,0.25,,
